,date,province,district,market,market_id,category,commodity,commodity_id,unit,pricetype,currency,price,usdprice
17426,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,235.75,0.8
17427,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,cereals and tubers,Rice (white),133,KG,Retail,LKR,245,0.83
17428,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,34.38,0.12
17429,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1062.5,3.59
17430,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1454.17,4.92
17431,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2337.5,7.91
17432,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,1291.67,4.37
17433,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,1133.33,3.83
17434,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,1841.67,6.23
17435,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1103.33,3.73
17436,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,852.5,2.88
17437,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,pulses and nuts,Beans (mung),393,KG,Retail,LKR,665,2.25
17438,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,772.5,2.61
17439,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,vegetables and fruits,Bananas,254,KG,Retail,LKR,232,0.78
17440,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,vegetables and fruits,Carrots,166,KG,Retail,LKR,408,1.38
17441,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,263.75,0.89
17442,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,vegetables and fruits,Papaya,408,KG,Retail,LKR,217.5,0.74
17443,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,vegetables and fruits,Pineapples,524,KG,Retail,LKR,323.33,1.09
17444,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,264.5,0.89
17445,1/15/2025,North Central,Polonnaruwa,Polonnaruwa,1888,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,305,1.03
17446,1/15/2025,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,255.62,0.86
17447,1/15/2025,North Western,Kurunegala,Kurunegala,1914,cereals and tubers,Rice (white),133,KG,Retail,LKR,245,0.83
17448,1/15/2025,North Western,Kurunegala,Kurunegala,1914,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,34.33,0.12
17449,1/15/2025,North Western,Kurunegala,Kurunegala,1914,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,1725,5.84
17450,1/15/2025,North Western,Kurunegala,Kurunegala,1914,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,768.75,2.6
17451,1/15/2025,North Western,Kurunegala,Kurunegala,1914,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2587.5,8.75
17452,1/15/2025,North Western,Kurunegala,Kurunegala,1914,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,2212.5,7.49
17453,1/15/2025,North Western,Kurunegala,Kurunegala,1914,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1123.75,3.8
17454,1/15/2025,North Western,Kurunegala,Kurunegala,1914,pulses and nuts,Beans,50,KG,Retail,LKR,490.62,1.66
17455,1/15/2025,North Western,Kurunegala,Kurunegala,1914,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,820,2.77
17456,1/15/2025,North Western,Kurunegala,Kurunegala,1914,vegetables and fruits,Bananas,254,KG,Retail,LKR,200,0.68
17457,1/15/2025,North Western,Kurunegala,Kurunegala,1914,vegetables and fruits,Cabbage,181,KG,Retail,LKR,329.17,1.11
17458,1/15/2025,North Western,Kurunegala,Kurunegala,1914,vegetables and fruits,Carrots,166,KG,Retail,LKR,429.38,1.45
17459,1/15/2025,North Western,Kurunegala,Kurunegala,1914,vegetables and fruits,Eggplants,434,KG,Retail,LKR,526.25,1.78
17460,1/15/2025,North Western,Kurunegala,Kurunegala,1914,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,263.75,0.89
17461,1/15/2025,North Western,Kurunegala,Kurunegala,1914,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,414.17,1.4
17462,1/15/2025,North Western,Puttalam,Puttalam,1918,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,226.67,0.77
17463,1/15/2025,North Western,Puttalam,Puttalam,1918,cereals and tubers,Rice (white),133,KG,Retail,LKR,247.5,0.84
17464,1/15/2025,North Western,Puttalam,Puttalam,1918,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,32.62,0.11
17465,1/15/2025,North Western,Puttalam,Puttalam,1918,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,902.08,3.05
17466,1/15/2025,North Western,Puttalam,Puttalam,1918,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1650,5.58
17467,1/15/2025,North Western,Puttalam,Puttalam,1918,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2200,7.44
17468,1/15/2025,North Western,Puttalam,Puttalam,1918,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,687.5,2.33
17469,1/15/2025,North Western,Puttalam,Puttalam,1918,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1025,3.47
17470,1/15/2025,North Western,Puttalam,Puttalam,1918,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,818.12,2.77
17471,1/15/2025,North Western,Puttalam,Puttalam,1918,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,872.5,2.95
17472,1/15/2025,North Western,Puttalam,Puttalam,1918,pulses and nuts,Lentils,108,KG,Retail,LKR,298.33,1.01
17473,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,Bananas,254,KG,Retail,LKR,175,0.59
17474,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,Carrots,166,KG,Retail,LKR,411.67,1.39
17475,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,Coconut,684,Unit,Retail,LKR,141.67,0.48
17476,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,Eggplants,434,KG,Retail,LKR,384.17,1.3
17477,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,281.25,0.95
17478,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,569.58,1.93
17479,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,590,2
17480,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,282.5,0.96
17481,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,295,1
17482,1/15/2025,North Western,Puttalam,Puttalam,1918,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,446.67,1.51
17483,1/15/2025,Northern,Jaffna,Jaffna,362,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,228,0.77
17484,1/15/2025,Northern,Jaffna,Jaffna,362,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,234,0.79
17485,1/15/2025,Northern,Jaffna,Jaffna,362,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,2370,8.02
17486,1/15/2025,Northern,Jaffna,Jaffna,362,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1080,3.65
17487,1/15/2025,Northern,Jaffna,Jaffna,362,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1620,5.48
17488,1/15/2025,Northern,Jaffna,Jaffna,362,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,1020,3.45
17489,1/15/2025,Northern,Jaffna,Jaffna,362,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,872,2.95
17490,1/15/2025,Northern,Jaffna,Jaffna,362,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,775.83,2.62
17491,1/15/2025,Northern,Jaffna,Jaffna,362,pulses and nuts,Beans,50,KG,Retail,LKR,322,1.09
17492,1/15/2025,Northern,Jaffna,Jaffna,362,pulses and nuts,Lentils,108,KG,Retail,LKR,297.75,1.01
17493,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,Bananas,254,KG,Retail,LKR,152,0.51
17494,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,Cabbage,181,KG,Retail,LKR,222,0.75
17495,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,Carrots,166,KG,Retail,LKR,335,1.13
17496,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,Coconut,684,Unit,Retail,LKR,124,0.42
17497,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,Eggplants,434,KG,Retail,LKR,299,1.01
17498,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,245.5,0.83
17499,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,"Onions (red, local)",685,KG,Retail,LKR,386,1.31
17500,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,202,0.68
17501,1/15/2025,Northern,Jaffna,Jaffna,362,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,364.5,1.23
17502,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,237.5,0.8
17503,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,cereals and tubers,Rice (white),133,KG,Retail,LKR,245.85,0.83
17504,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,35.45,0.12
17505,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1048,3.55
17506,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,843.5,2.85
17507,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1512,5.12
17508,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,841.33,2.85
17509,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1300.5,4.4
17510,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,759.58,2.57
17511,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,pulses and nuts,Beans,50,KG,Retail,LKR,524.5,1.77
17512,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,pulses and nuts,Beans (mung),393,KG,Retail,LKR,599,2.03
17513,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,795,2.69
17514,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,vegetables and fruits,Bananas,254,KG,Retail,LKR,185.25,0.63
17515,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,vegetables and fruits,Carrots,166,KG,Retail,LKR,475.5,1.61
17516,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,vegetables and fruits,Eggplants,434,KG,Retail,LKR,421,1.42
17517,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,261,0.88
17518,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,vegetables and fruits,Onions (red),110,KG,Retail,LKR,389,1.32
17519,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,522,1.77
17520,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,226.25,0.77
17521,1/15/2025,Northern,Kilinochchi,Kilinochchi,363,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,264.5,0.89
17522,1/15/2025,Northern,Mannar,Mannar,364,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,219.5,0.74
17523,1/15/2025,Northern,Mannar,Mannar,364,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,235.9,0.8
17524,1/15/2025,Northern,Mannar,Mannar,364,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,35.8,0.12
17525,1/15/2025,Northern,Mannar,Mannar,364,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,1990,6.73
17526,1/15/2025,Northern,Mannar,Mannar,364,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1062.5,3.59
17527,1/15/2025,Northern,Mannar,Mannar,364,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,726.25,2.46
17528,1/15/2025,Northern,Mannar,Mannar,364,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1405,4.75
17529,1/15/2025,Northern,Mannar,Mannar,364,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,905.83,3.06
17530,1/15/2025,Northern,Mannar,Mannar,364,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,842.5,2.85
17531,1/15/2025,Northern,Mannar,Mannar,364,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,778.5,2.63
17532,1/15/2025,Northern,Mannar,Mannar,364,pulses and nuts,Beans,50,KG,Retail,LKR,639,2.16
17533,1/15/2025,Northern,Mannar,Mannar,364,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,768,2.6
17534,1/15/2025,Northern,Mannar,Mannar,364,pulses and nuts,Lentils,108,KG,Retail,LKR,313.5,1.06
17535,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,Bananas,254,KG,Retail,LKR,157.5,0.53
17536,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,Cabbage,181,KG,Retail,LKR,267.5,0.9
17537,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,Carrots,166,KG,Retail,LKR,458.5,1.55
17538,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,251,0.85
17539,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,Onions (red),110,KG,Retail,LKR,459.5,1.55
17540,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,622,2.1
17541,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,217,0.73
17542,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,271,0.92
17543,1/15/2025,Northern,Mannar,Mannar,364,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,420.5,1.42
17544,1/15/2025,Northern,Mullattivu,Mullativu,7843,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,205,0.69
17545,1/15/2025,Northern,Mullattivu,Mullativu,7843,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,2447.5,8.28
17546,1/15/2025,Northern,Mullattivu,Mullativu,7843,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1120,3.79
17547,1/15/2025,Northern,Mullattivu,Mullativu,7843,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,658.33,2.23
17548,1/15/2025,Northern,Mullattivu,Mullativu,7843,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,791.25,2.68
17549,1/15/2025,Northern,Mullattivu,Mullativu,7843,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,795,2.69
17550,1/15/2025,Northern,Mullattivu,Mullativu,7843,pulses and nuts,Beans,50,KG,Retail,LKR,533.5,1.8
17551,1/15/2025,Northern,Mullattivu,Mullativu,7843,pulses and nuts,Lentils,108,KG,Retail,LKR,298.5,1.01
17552,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,Bananas,254,KG,Retail,LKR,214,0.72
17553,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,Carrots,166,KG,Retail,LKR,454.5,1.54
17554,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,Coconut,684,Unit,Retail,LKR,108,0.37
17555,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,Eggplants,434,KG,Retail,LKR,320.42,1.08
17556,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,Onions (red),110,KG,Retail,LKR,495,1.67
17557,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,587,1.99
17558,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,Papaya,408,KG,Retail,LKR,116,0.39
17559,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,326,1.1
17560,1/15/2025,Northern,Mullattivu,Mullativu,7843,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,418,1.41
17561,1/15/2025,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,223.25,0.76
17562,1/15/2025,Northern,Vavuniya,Vavuniya,367,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,237.75,0.8
17563,1/15/2025,Northern,Vavuniya,Vavuniya,367,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,33.61,0.11
17564,1/15/2025,Northern,Vavuniya,Vavuniya,367,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,1642.5,5.56
17565,1/15/2025,Northern,Vavuniya,Vavuniya,367,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,857.83,2.9
17566,1/15/2025,Northern,Vavuniya,Vavuniya,367,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1647.5,5.57
17567,1/15/2025,Northern,Vavuniya,Vavuniya,367,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2263.33,7.66
17568,1/15/2025,Northern,Vavuniya,Vavuniya,367,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,2260,7.65
17569,1/15/2025,Northern,Vavuniya,Vavuniya,367,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1325.5,4.48
17570,1/15/2025,Northern,Vavuniya,Vavuniya,367,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,923.67,3.12
17571,1/15/2025,Northern,Vavuniya,Vavuniya,367,pulses and nuts,Beans,50,KG,Retail,LKR,424.58,1.44
17572,1/15/2025,Northern,Vavuniya,Vavuniya,367,pulses and nuts,Beans (mung),393,KG,Retail,LKR,694.5,2.35
17573,1/15/2025,Northern,Vavuniya,Vavuniya,367,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,830.67,2.81
17574,1/15/2025,Northern,Vavuniya,Vavuniya,367,vegetables and fruits,Bananas,254,KG,Retail,LKR,149.25,0.5
17575,1/15/2025,Northern,Vavuniya,Vavuniya,367,vegetables and fruits,Cabbage,181,KG,Retail,LKR,307.5,1.04
17576,1/15/2025,Northern,Vavuniya,Vavuniya,367,vegetables and fruits,Coconut,684,Unit,Retail,LKR,99.33,0.34
17577,1/15/2025,Northern,Vavuniya,Vavuniya,367,vegetables and fruits,Eggplants,434,KG,Retail,LKR,254.46,0.86
17578,1/15/2025,Northern,Vavuniya,Vavuniya,367,vegetables and fruits,Onions (imported),323,KG,Retail,LKR,288.25,0.98
17579,1/15/2025,Northern,Vavuniya,Vavuniya,367,vegetables and fruits,Onions (red),110,KG,Retail,LKR,439.33,1.49
17580,1/15/2025,Northern,Vavuniya,Vavuniya,367,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,580.89,1.97
17581,1/15/2025,Northern,Vavuniya,Vavuniya,367,vegetables and fruits,Pineapples,524,KG,Retail,LKR,376.67,1.27
17582,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,213,0.72
17583,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,cereals and tubers,Potatoes (local),687,KG,Retail,LKR,417,1.41
17584,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,37.2,0.13
17585,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,1620,5.48
17586,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1015.92,3.44
17587,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,"meat, fish and eggs",Fish (jack),679,KG,Retail,LKR,1837.5,6.22
17588,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2660,9
17589,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,1316.67,4.45
17590,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,2037.5,6.89
17591,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1191,4.03
17592,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,874.5,2.96
17593,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,pulses and nuts,Beans,50,KG,Retail,LKR,556,1.88
17594,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,pulses and nuts,Beans (mung),393,KG,Retail,LKR,649,2.2
17595,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,778,2.63
17596,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,pulses and nuts,Lentils,108,KG,Retail,LKR,303.33,1.03
17597,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Bananas,254,KG,Retail,LKR,157.5,0.53
17598,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Cabbage,181,KG,Retail,LKR,296,1
17599,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Carrots,166,KG,Retail,LKR,456,1.54
17600,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Coconut,684,Unit,Retail,LKR,165.5,0.56
17601,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Eggplants,434,KG,Retail,LKR,416,1.41
17602,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,"Onions (red, imported)",686,KG,Retail,LKR,536.5,1.82
17603,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Papaya,408,KG,Retail,LKR,165.5,0.56
17604,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Pineapples,524,KG,Retail,LKR,398.96,1.35
17605,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Pumpkin,412,KG,Retail,LKR,252,0.85
17606,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Snake gourd,675,KG,Retail,LKR,316,1.07
17607,1/15/2025,Sabaragamuwa,Kegalle,Kegalle,1913,vegetables and fruits,Tomatoes,114,KG,Retail,LKR,466,1.58
17608,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,cereals and tubers,Potatoes (imported),688,KG,Retail,LKR,209,0.71
17609,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,cereals and tubers,Rice (medium grain),131,KG,Retail,LKR,230,0.78
17610,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,cereals and tubers,Rice (white),133,KG,Retail,LKR,240,0.81
17611,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs",Eggs,92,Unit,Retail,LKR,32.44,0.11
17612,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs","Fish (dry, katta)",682,KG,Retail,LKR,2050,6.94
17613,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs","Fish (dry, sprats)",683,KG,Retail,LKR,1156.25,3.91
17614,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,Retail,LKR,843.75,2.85
17615,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs",Fish (sail fish),677,KG,Retail,LKR,2262.5,7.65
17616,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs",Fish (skipjack tuna),678,KG,Retail,LKR,1381.25,4.67
17617,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs",Fish (trenched sardinella),681,KG,Retail,LKR,1033.33,3.5
17618,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,Retail,LKR,2079.17,7.03
17619,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,Retail,LKR,1023.67,3.46
17620,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,miscellaneous food,"Chili (red, dry raw)",466,KG,Retail,LKR,840,2.84
17621,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,pulses and nuts,Beans (mung),393,KG,Retail,LKR,605,2.05
17622,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,pulses and nuts,"Cowpeas (whole, average)",1037,KG,Retail,LKR,671.25,2.27
17623,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,vegetables and fruits,Cabbage,181,KG,Retail,LKR,263,0.89
17624,1/15/2025,Sabaragamuwa,Ratnapura,Embilipitiya,7833,vegetables and fruits,Carrots,166,KG,Retail,LKR,349.5,1.18
